,Date,Title,Numac,Link FR,Link NL,Topics
427,11/25/2020,"REGION DE BRUXELLES-CAPITALE
23 NOVEMBRE 2020. - Ordonnance visant à octroyer des pouvoirs spéciaux au Gouvernement de la Région de Bruxelles-Capitale dans le cadre de la crise sanitaire du COVID-19, p. 83051.",2020043746,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-11-25&caller=list&numac=2020043746,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-11-25&caller=list&numac=2020043746,"[0.004908551453540582, 0.006529019078705243, 0.011775316380298185, 0.005036510042863376, 0.005973972206913408, 0.005979385121230456, 0.022549925415534196, 0.00295393033712379, 0.0057518728654665065, 0.008827517513664142, 0.0058211264869334305, 0.0049683566748867725, 0.005436754778595668, 0.006165593906736736, 0.0050665686568915685, 0.005273356736341219, 0.003858254640958893, 0.006187055904588908, 0.00443346381266646, 0.004849429435798835, 0.0045719194184543335, 0.005951910198883659, 0.004088858747419262, 0.006097280243555761, 0.004214740892471233, 0.005349903912953142, 0.008407645966880848, 0.003836291305994548, 0.004409861732789034, 0.0035668226203468844, 0.008070563491142855, 0.006076753060882424, 0.0029626921577634215, 0.0070412501521026245]"
428,12/1/2020,"SERVICE PUBLIC FEDERAL SECURITE SOCIALE
17 NOVEMBRE 2020. - Arrêté royal en exécution de l'article 6, alinéa 2, de la loi du 7 mai 2020 portant des mesures exceptionnelles dans le cadre de la pandémie COVID-19 en matière de pensions, pension complémentaire et autres avantages complémentaires en matière de sécurité sociale, p. 84195.",2020016209,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-01&caller=list&numac=2020016209,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-01&caller=list&numac=2020016209,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999987445184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
429,12/1/2020,"AUTORITE FLAMANDE
13 NOVEMBRE 2020. - Arrêté du Gouvernement flamand portant diverses mesures urgentes en raison de la pandémie du COVID-19 pour les centres d'encadrement des élèves, le personnel enseignant, les académies d'enseignement artistique à temps partiel, les centres d'éducation des adultes et les centres d'éducation de base portant modification de l'arrêté du Gouvernement flamand du 5 juin 2020 attribuant un budget de fonctionnement supplémentaire aux écoles de l'enseignement fondamental et secondaire ordinaire et spécial à la suite des mesures qui ont été prises et des frais supplémentaires faits par les écoles dans ce cadre pour lutter contre la propagation du COVID-19 en ce qui concerne les internats, p. 84217.",2020016219,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-01&caller=list&numac=2020016219,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-01&caller=list&numac=2020016219,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999987445184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
430,12/1/2020,"SERVICE PUBLIC DE WALLONIE
26 NOVEMBRE 2020. - Arrêté du Gouvernement wallon de pouvoirs spéciaux n°  57 portant sur des mesures d'urgences en matière d'accès à l'énergie durant la crise COVID-19 et la période hivernale, p. 84222.",2020043910,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-01&caller=list&numac=2020043910,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-01&caller=list&numac=2020043910,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
431,12/2/2020,"SERVICE PUBLIC FEDERAL FINANCES
26 NOVEMBRE 2020. - Arrêté du Président du Comité de direction portant modification de l'arrêté du Président du Comité de direction du 9 décembre 2015 portant création des Centres PME au sein de l'Administration Petites et Moyennes Entreprises de l'Administration générale de la Fiscalité et fixant leur siège ainsi que leur compétence matérielle et territoriale tel que modifié par les arrêtés du Président du Comité de direction des 28 juin 2016, 2 décembre 2016, 8 décembre 2017, 24 janvier 2018, 11 juillet 2018, 14 septembre 2018, 20 mars 2019, 10 juillet 2019, 24 décembre 2019 et 4 juin 2020, p. 84352.",2020043883,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-02&caller=list&numac=2020043883,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-02&caller=list&numac=2020043883,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
432,12/2/2020,"AUTORITE FLAMANDE
13 NOVEMBRE 2020. - Arrêté du Gouvernement flamand attribuant une subvention aux administrations locales afin d'améliorer le suivi des contacts et la détection de la source dans le cadre de la lutte contre la pandémie de COVID-19, p. 84463.",2020031701,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-02&caller=list&numac=2020031701,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-02&caller=list&numac=2020031701,"[2.272484032042332e-12, 1.124728867751283e-15, 2.2539645000495757e-14, 3.999154310824282e-06, 0.00901911374339027, 0.010447695189025061, 2.25404141605781e-14, 2.082995332878335e-16, 0.008102649427335925, 2.161958334506331e-14, 0.008160283401765998, 3.8258569750862885e-06, 0.007050532944997422, 0.00872127833916518, 7.853395911879436e-15, 1.0048823292838498e-15, 4.514096045042524e-16, 1.1053569245051908e-15, 1.9216658224567103e-12, 2.132010497489139e-12, 4.664389532835387e-15, 0.008798620107179524, 4.663606389459138e-16, 0.010438438454829514, 1.0215035996825212e-15, 2.624020774174619e-12, 0.00977838760002852, 2.9205347212136274e-16, 1.0641879317232412e-15, 2.472876160828235e-16, 0.010613016384289934, 0.009190752202075984, 2.0904341004966133e-16, 0.011253271328743594]"
433,12/2/2020,"REGION DE BRUXELLES-CAPITALE
COMMISSION COMMUNAUTAIRE FRANCAISE DE LA REGION DE BRUXELLES-CAPITALE
26 NOVEMBRE 2020. - Décret accordant des pouvoirs spéciaux au Collège de la Commission communautaire française dans le cadre de la pandémie de COVID-19, p. 84490.",2020043871,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-02&caller=list&numac=2020043871,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-02&caller=list&numac=2020043871,"[2.5778447613311227e-10, 0.9999999884013521, 4.083723653027296e-10, 2.521894015988027e-10, 2.8588987583869243e-10, 2.839506504338201e-10, 3.8946485345234247e-10, 1.7629789283542468e-10, 2.749895766331443e-10, 3.6891443761938133e-10, 2.7300136674665377e-10, 2.542170366456682e-10, 2.706221628582367e-10, 2.9284389762046147e-10, 2.561938566186489e-10, 2.8917698163565357e-10, 2.1028622356854143e-10, 3.1765812665305944e-10, 2.381408564565078e-10, 2.557719420514843e-10, 2.5215295896955346e-10, 2.844827178919909e-10, 2.4167604346240514e-10, 3.033267666012261e-10, 2.4832999958179626e-10, 2.6754770396620356e-10, 3.4392954283485346e-10, 2.2264416837827313e-10, 2.3189873107517941e-10, 2.1984807404682187e-10, 3.435335930292868e-10, 3.1040090315888567e-10, 1.7663297557992884e-10, 3.1482156701399707e-10]"
434,12/3/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
28 NOVEMBRE 2020. - Arrêté ministériel modifiant l'arrêté ministériel du 28 octobre 2020 portant des mesures d'urgence pour limiter la propagation du coronavirus COVID-19. - Traduction allemande, p. 84632.",2020043918,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043918,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043918,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
435,12/3/2020,"GOUVERNEMENTS DE COMMUNAUTE ET DE REGION
COMMUNAUTE FLAMANDE
AUTORITE FLAMANDE
20 NOVEMBRE 2020. - Décret portant modification du Code flamand de la Fiscalité du 13 décembre 2013, en ce qui concerne la déclaration d'appareils automatiques de divertissement, p. 84655.",2020031703,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020031703,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020031703,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999991856544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
436,12/3/2020,"COMMUNAUTE FRANCAISE
MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  7 du 30 avril 2020 portant des dispositions transitoires et dérogatoires au décret du 18 janvier 2018 portant le Code de la prévention, de l'aide à la jeunesse et de la protection de la jeunesse en raison de la crise sanitaire du COVID-19, p. 84663.",2020043850,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043850,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043850,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
437,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  8 du 7 mai 2020 relatif au soutien des hôpitaux universitaires dans le cadre de la crise sanitaire du COVID-19, p. 84664.",2020043852,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043852,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043852,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
438,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  11 du 14 mai 2020 relatif au soutien du secteur de l'enseignement supérieur dans le cadre de la crise sanitaire du COVID-19, p. 84665.",2020043857,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043857,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043857,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
439,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  15 du 20 mai 2020 relatif au soutien des services agréés en aide à la jeunesse dans le cadre de la crise sanitaire du COVID-19, p. 84667.",2020043851,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043851,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043851,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
440,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  16 du 28 mai 2020 relatif au soutien des maisons de jeunes, des centres de rencontres et d'hébergement, des centres d'information de jeunes et des organisations de jeunesse dans le cadre de la crise sanitairedu COVID-19, p. 84668.",2020043854,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043854,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043854,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
441,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  17 du 28 mai 2020 relatif au soutien des centres de rencontres et d'hébergement dans le cadre de la crise sanitaire du COVID-19, p. 84669.",2020043853,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043853,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043853,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
442,12/3/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
26 NOVEMBRE 2020. - Décret portant confirmation de l'arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  22 du 11 juin 2020 relatif au soutien du secteur de l'Enseignement de promotion sociale dans le cadre de la crise sanitaire du COVID-19, p. 84670.",2020043855,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043855,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043855,"[0.0, 0.9999999977488052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
443,12/3/2020,"REGION WALLONNE
SERVICE PUBLIC DE WALLONIE
26 NOVEMBRE 2020. - Arrêté du Gouvernement wallon fixant les conditions d'octroi d'une aide spécifique pour la relance des activités à l'international des entreprises dans le cadre de la crise du COVID-19, p. 84674.",2020043911,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043911,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043911,"[0.0002117690493228087, 0.00020583051920402504, 0.00019386603702966013, 0.00018486448355285032, 0.00019805352384692876, 0.0001978455911466295, 0.00020688235481672765, 0.00019047122297806372, 0.00019960195121641725, 0.00019207027300620935, 0.00018622333686579563, 0.00017971195998491238, 0.0002118558594039946, 0.00019668775127909972, 0.00019408282682939493, 0.000205264591210667, 0.00017952528106656863, 0.00020791248791221447, 0.00020602185968957642, 0.00020572811394296693, 0.00019963091109112527, 0.00019197066509020144, 0.00018993866926259585, 0.00021552864992689552, 0.00017065280898342547, 0.0002067629490131825, 0.00021997696631077213, 0.00017865945981976217, 0.00019224730438838805, 0.7317596817346583, 0.00021761400630669627, 0.00023097546366826604, 0.00018859785674328256, 0.00020946455365260106]"
444,12/3/2020,"SERVICE PUBLIC DE WALLONIE
26 NOVEMBRE 2020. - Arrêté du Gouvernement wallon de pouvoirs spéciaux n°  57 portant sur des mesures d'urgences en matière d'accès à l'énergie durant la crise COVID-19 et la période hivernale. - Erratum, p. 84686.",2020043945,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-03&caller=list&numac=2020043945,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-03&caller=list&numac=2020043945,"[0.003835500877944135, 0.0052954605232203725, 0.44550119728356513, 0.003960839002890307, 0.0046949181908244545, 0.004668333280052226, 0.007816391186368562, 0.0023047579699625453, 0.004419528412742247, 0.008566799522063078, 0.004593534233413025, 0.003999492519806392, 0.004109501497425636, 0.004903889873180236, 0.003846962904668138, 0.003811113559318036, 0.0029531839198160747, 0.0042783327576735265, 0.0034846579912985146, 0.003822237953935297, 0.0036142538969338015, 0.004743517329025254, 0.0033605086182579417, 0.0046606175858497955, 0.003488032430595092, 0.004155073607898668, 0.005593102750744485, 0.00302351823620903, 0.00340638266864585, 0.002721693727527631, 0.005624587044092857, 0.004535346243545337, 0.0023130669439554168, 0.005184650728846261]"
445,12/9/2020,"FR

NL

DE

 Image du sommaire du 2020-12-09
Image de la publication




LOIS, DECRETS, ORDONNANCES ET REGLEMENTS
SERVICE PUBLIC FEDERAL FINANCES
30 NOVEMBRE 2020. - Arrêté royal modifiant l'annexe III de l'AR/CIR 92, en matière de précompte professionnel sur les rémunérations pour le travail étudiant, p. 86730.",2020016289,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-09&caller=list&numac=2020016289,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-09&caller=list&numac=2020016289,"[0.004660905341600106, 0.003148269647051148, 0.0038116322091475835, 0.013456486408181615, 0.006148424461823753, 0.00575328370960844, 0.0038777376466869783, 0.0024678628570199254, 0.006972691791569082, 0.0035966294076501554, 0.005382591084228547, 0.008870029415826817, 0.005972976989271815, 0.005782249078148057, 0.006622657551759718, 0.0033088255147209022, 0.004029845344344133, 0.003346090958110804, 0.004172449469205297, 0.0047730214995921555, 0.004984612666426336, 0.006161925410191496, 0.003077926868053507, 0.005205059542822412, 0.00397913446878532, 0.005057281433102262, 0.0045324795124977585, 0.0025313192764944373, 0.004585942297543973, 0.0025670820076593506, 0.0047267747482729475, 0.0046350457945139156, 0.002484394409599773, 0.005473983431260724]"
446,12/11/2020,"GOUVERNEMENTS DE COMMUNAUTE ET DE REGION
REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
11 DECEMBRE 2020. - Arrêté du Ministre-Président de la Région de Bruxelles-Capitale prolongeant l'arrêté du 26 octobre 2020 arrêtant des mesures complémentaires à celles arrêtées par le ministre de l'Intérieur afin de limiter la propagation du coronavirus COVID-19, p. 87868.",2020010460,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020010460,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020010460,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999993035743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
447,12/11/2020,"EDITION 1 
 Image du sommaire du 2020-12-11
Image de la publication




LOIS, DECRETS, ORDONNANCES ET REGLEMENTS
SERVICE PUBLIC FEDERAL FINANCES
30 NOVEMBRE 2020. - Loi modifiant la loi ordinaire du 16 juillet 1993 visant à achever la structure fédérale de l'État et la loi du 21 décembre 2009 relative au régime d'accise des boissons non alcoolisées et du café, p. 87567.",2020043762,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020043762,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020043762,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.999999998766787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
448,12/11/2020,"SERVICE PUBLIC FEDERAL STRATEGIE ET APPUI
6 DECEMBRE 2020. - Arrêté royal modifiant l'arrêté royal du 22 avril 2020 portant des mesures particulières pour les membres du personnel de la fonction publique fédérale dans le cadre de la crise sanitaire liée au coronavirus COVID-19, p. 87568.",2020043923,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020043923,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020043923,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
449,12/11/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
4 DECEMBRE 2020. - Ordonnance portant confirmation des arrêtés du Gouvernement de la Région de Bruxelles-Capitale pris en exécution de l'ordonnance du 19 mars 2020 visant à octroyer des pouvoirs spéciaux au Gouvernement de la Région de Bruxelles-Capitale dans le cadre de la crise sanitaire du COVID-19, p. 87762.",2020044102,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020044102,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020044102,"[3.8091460785060795e-06, 5.221779684534763e-06, 0.8312740307358594, 3.932262319063832e-06, 4.673687870288752e-06, 4.6385391547313385e-06, 7.72189626459917e-06, 2.2799899178385274e-06, 4.396190119489429e-06, 8.496800860622115e-06, 4.552585591594573e-06, 3.971944860578514e-06, 4.085997557613418e-06, 4.888703619185676e-06, 3.8125939841368936e-06, 3.7687668392850667e-06, 2.924400450080058e-06, 4.222596927182167e-06, 3.457665508157329e-06, 3.7986734093239555e-06, 3.586874863218014e-06, 4.717759952512863e-06, 3.3335866376662514e-06, 4.635177490620463e-06, 3.4623015206988986e-06, 4.130405869630166e-06, 5.5651657465612175e-06, 2.982170467803041e-06, 3.377668841575814e-06, 2.694675798256626e-06, 5.604146681651645e-06, 4.505696292212082e-06, 2.288143427988669e-06, 5.159560092261168e-06]"
450,12/11/2020,"REGION DE BRUXELLES-CAPITALE
3 DECEMBRE 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale déterminant les grades du personnel du Service public régional de Bruxelles, du Service public régional de Bruxelles Fiscalité, de Bruxelles Urbanisme et Patrimoine et de Bruxelles Fonction publique qui constituent un même degré de la hiérarchie, p. 87766.",2020044105,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020044105,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020044105,"[0.0064643857744586496, 0.007845930317288533, 0.016992510616588668, 0.0063725159520103295, 0.0075901811010960505, 0.007577120092989598, 0.011457164514462725, 0.0036026932818284765, 0.007172898979963984, 0.3022291268628557, 0.007459935238319717, 0.006418695817128505, 0.006677147445058842, 0.00793652223986442, 0.006047401903594924, 0.005856927669197372, 0.004586304743439079, 0.006519915814811662, 0.005912864572818284, 0.006433404668014879, 0.005831007423809859, 0.007592270582866011, 0.005773287345393096, 0.0075258299759920835, 0.005478956909881734, 0.006998870747073344, 0.008854845622103548, 0.0048989466285057365, 0.005560068353659047, 0.004301021205489078, 0.008800996075805055, 0.007362304059683659, 0.0036123014106790715, 0.008112157933796146]"
451,12/11/2020,"COMMISSION COMMUNAUTAIRE COMMUNE DE BRUXELLES-CAPITALE
4 DECEMBRE 2020. - Ordonnance portant confirmation des arrêtés du Collège réuni de la Commission communautaire commune pris en exécution de l'ordonnance du 19 mars 2020 visant à octroyer des pouvoirs spéciaux au Collège réuni de la Commission communautaire commune dans le cadre de la crise sanitaire du COVID-19 et relative à l'octroi de missions complémentaires à l'Office bicommunautaire de la santé, de l'aide aux personnes et des prestations familiales, p. 87775.",2020044103,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-12-11&caller=list&numac=2020044103,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-12-11&caller=list&numac=2020044103,"[5.4102535761850715e-05, 7.431570055848698e-05, 0.7837665378307415, 5.585329388645516e-05, 6.631640104242054e-05, 6.585221895703494e-05, 0.00010969692763312083, 3.242401498010853e-05, 6.239680500963639e-05, 0.00012114528795228945, 6.469449134249195e-05, 5.641702002992108e-05, 5.8001990574932995e-05, 6.934255595917338e-05, 5.416842222335839e-05, 5.3593191231424576e-05, 4.157284962599467e-05, 6.007219547083638e-05, 4.912957285451526e-05, 5.394577073696905e-05, 5.09501366879552e-05, 6.696060539937897e-05, 4.7393670452479306e-05, 6.577192566340018e-05, 4.9195924599783556e-05, 5.864674585625168e-05, 7.891954486357835e-05, 4.2458985790588596e-05, 4.8001003583424176e-05, 3.831176632287792e-05, 7.943260141111445e-05, 6.39548817549676e-05, 3.254012504806119e-05, 7.317478944335249e-05]"
